fraction_move_within_average_iv_spread,median_absolute_atm_iv_change,median_atm_iv_spread,median_noise_adjusted_move,observation_count,spearman_spread_vs_next_move,target_tenor
0.2899728997289973,0.00709043168164164,0.0026941997029112097,2.0845632807790113,738,0.19342672575452535,150
0.08586525759577279,0.011451748728528999,0.0014281842713996379,6.829136828543578,757,0.31170279939201845,21
0.0985352862849534,0.010209052079042852,0.001307545383472275,6.772674169692165,751,0.25259013513896367,45
0.11095700416088766,0.00784907157542758,0.0011495634931530524,5.420826199501121,721,0.290005417222156,90
