underlying_symbol,quote_date,valuation_timestamp,underlying_price,expiration,vendor_dte,time_to_maturity,strike,option_type,bid,ask,last,volume,open_interest,vendor_iv,vendor_delta,vendor_gamma,vendor_vega,vendor_theta,vendor_rho,source_file,source_row
SPY,2010-12-14,2010-12-14T16:00:00-05:00,124.65,2010-12-31,17.0,0.04657534246575343,100.0,call,24.54,24.79,25.03,8,,0.61889,0.95857,0.00473,0.01911,-0.01078,0.00482,spy_options_2010.parquet,248499
SPY,2010-12-14,2010-12-14T16:00:00-05:00,124.65,2010-12-31,17.0,0.04657534246575343,100.0,put,0.01,0.02,0.01,99,,0.37715,-0.00482,0.0013,0.0038,-0.00379,-0.00073,spy_options_2010.parquet,248499
SPY,2010-12-14,2010-12-14T16:00:00-05:00,124.65,2010-12-31,17.0,0.04657534246575343,101.0,call,23.53,23.78,16.99,0,,0.59048,0.96085,0.00519,0.01834,-0.01027,0.00543,spy_options_2010.parquet,248500
SPY,2010-12-14,2010-12-14T16:00:00-05:00,124.65,2010-12-31,17.0,0.04657534246575343,101.0,put,0.01,0.03,0.01,1,,0.37305,-0.0061,0.00165,0.00461,-0.00497,-0.00065,spy_options_2010.parquet,248500
SPY,2010-12-14,2010-12-14T16:00:00-05:00,124.65,2010-12-31,17.0,0.04657534246575343,102.0,call,22.54,22.81,23.02,11,,0.56915,0.96114,0.00598,0.01782,-0.01993,0.00638,spy_options_2010.parquet,248501
SPY,2010-12-14,2010-12-14T16:00:00-05:00,124.65,2010-12-31,17.0,0.04657534246575343,102.0,put,0.02,0.03,0.03,538,,0.35713,-0.00597,0.00181,0.00475,-0.00436,-0.00076,spy_options_2010.parquet,248501
SPY,2010-12-14,2010-12-14T16:00:00-05:00,124.65,2010-12-31,17.0,0.04657534246575343,103.0,call,21.54,21.8,15.48,0,,0.53677,0.96458,0.00649,0.01602,-0.00899,0.00525,spy_options_2010.parquet,248502
SPY,2010-12-14,2010-12-14T16:00:00-05:00,124.65,2010-12-31,17.0,0.04657534246575343,103.0,put,0.01,0.03,0.03,71,,0.34094,-0.0069,0.00193,0.00534,-0.00428,-0.00034,spy_options_2010.parquet,248502
SPY,2010-12-14,2010-12-14T16:00:00-05:00,124.65,2010-12-31,17.0,0.04657534246575343,104.0,call,20.53,20.74,21.03,11,,,1.0,0.0,0.0,0.0,0.0,spy_options_2010.parquet,248503
SPY,2010-12-14,2010-12-14T16:00:00-05:00,124.65,2010-12-31,17.0,0.04657534246575343,104.0,put,0.03,0.04,0.04,728,,0.34133,-0.00931,0.00266,0.00655,-0.00689,-0.0009,spy_options_2010.parquet,248503
