atm_iv_standard_deviation,count,coverage,mean_atm_iv,median_absolute_atm_iv_change,median_atm_iv,median_atm_iv_spread,median_relative_instability,p90_absolute_atm_iv_change,p95_absolute_atm_iv_change,target_tenor,underlying_class
0.04920455853141337,1172,0.9775725593667546,0.2324868288468524,0.00532149735405682,0.22940009513975917,,0.023441080043476892,0.016647092929356167,0.021292146684989827,150,ETF
0.08365053765011071,1266,1.0,0.21887023983104315,0.011087222955631498,0.20911298855762184,,0.054138357446171806,0.03614270476948677,0.04710099274983006,21,ETF
0.0727086065312897,1266,1.0,0.22618674387800058,0.009031340049192371,0.21864464660186417,,0.04318658135199373,0.02784969545557554,0.03671648522517475,45,ETF
0.06110971919074388,1210,0.9525065963060686,0.23232565291368212,0.006558253265108796,0.22752394549079616,,0.030026692853284374,0.020195102867273766,0.027874983297072865,90,ETF
0.1614177462953821,2069,0.9775725593667546,0.4835237419995646,0.00782090465367441,0.4804770571648406,,0.017513666168131225,0.025468530145447567,0.033360572051392576,150,stock
0.2016846647001094,2271,1.0,0.4998387666477067,0.02046368186238115,0.4813776668257536,,0.04533788929429438,0.0683476770738559,0.09836040023806843,21,stock
0.18638621450493068,2270,1.0,0.49946854235722,0.01539110203773103,0.48849045259795143,,0.034292896678245775,0.04995459599306662,0.06809468287397134,45,stock
0.1723320087729668,1999,0.9340369393139841,0.4973726707313299,0.010045526977905839,0.49210642839108326,,0.021618607532510197,0.03528862059656895,0.049524552831594446,90,stock
