crossed_market_rows,expiries,maximum_spot,minimum_spot,quote_date,raw_rows,strikes,underlying
1,17,300.35,300.35,2020-01-02T00:00:00,1019,102,AAPL
3,17,297.43,297.43,2020-01-03T00:00:00,1019,102,AAPL
1,16,299.8,299.8,2020-01-06T00:00:00,967,102,AAPL
3,16,298.39,298.39,2020-01-07T00:00:00,975,102,AAPL
2,17,303.19,303.19,2020-01-08T00:00:00,999,102,AAPL
3,18,309.63,309.63,2020-01-09T00:00:00,1058,104,AAPL
0,18,310.33,310.33,2020-01-10T00:00:00,1062,108,AAPL
0,17,316.96,316.96,2020-01-13T00:00:00,1030,113,AAPL
2,17,312.68,312.68,2020-01-14T00:00:00,1030,113,AAPL
0,17,311.5,311.5,2020-01-15T00:00:00,1030,113,AAPL
3,17,315.24,315.24,2020-01-16T00:00:00,1030,113,AAPL
0,17,318.73,318.73,2020-01-17T00:00:00,1040,113,AAPL
1,16,316.57,316.57,2020-01-21T00:00:00,976,110,AAPL
0,16,317.7,317.7,2020-01-22T00:00:00,986,111,AAPL
1,17,319.29,319.29,2020-01-23T00:00:00,1024,111,AAPL
3,17,318.33,318.33,2020-01-24T00:00:00,1042,111,AAPL
2,16,308.97,308.97,2020-01-27T00:00:00,974,111,AAPL
2,16,317.69,317.69,2020-01-28T00:00:00,974,111,AAPL
5,16,324.34,324.34,2020-01-29T00:00:00,974,111,AAPL
1,17,323.87,323.87,2020-01-30T00:00:00,1014,111,AAPL
3,18,309.33,309.33,2020-01-31T00:00:00,1051,111,AAPL
0,17,308.72,308.72,2020-02-03T00:00:00,979,105,AAPL
1,17,318.85,318.85,2020-02-04T00:00:00,995,105,AAPL
2,17,321.45,321.45,2020-02-05T00:00:00,995,105,AAPL
1,18,325.21,325.21,2020-02-06T00:00:00,1040,105,AAPL
0,18,320.03,320.03,2020-02-07T00:00:00,1060,105,AAPL
2,17,321.55,321.55,2020-02-10T00:00:00,994,105,AAPL
1,17,319.61,319.61,2020-02-11T00:00:00,997,105,AAPL
4,17,327.2,327.2,2020-02-12T00:00:00,997,105,AAPL
1,19,324.87,324.87,2020-02-13T00:00:00,1069,105,AAPL
0,19,324.95,324.95,2020-02-14T00:00:00,1086,105,AAPL
3,18,319.0,319.0,2020-02-18T00:00:00,1039,108,AAPL
1,18,323.62,323.62,2020-02-19T00:00:00,1039,108,AAPL
1,18,320.3,320.3,2020-02-20T00:00:00,1039,108,AAPL
1,18,313.05,313.05,2020-02-21T00:00:00,1039,108,AAPL
2,18,298.18,298.18,2020-02-24T00:00:00,1010,108,AAPL
0,18,288.08,288.08,2020-02-25T00:00:00,1054,111,AAPL
2,18,292.69,292.69,2020-02-26T00:00:00,1054,111,AAPL
0,19,273.04,273.04,2020-02-27T00:00:00,1096,111,AAPL
1,19,274.54,274.54,2020-02-28T00:00:00,1096,111,AAPL
0,18,298.81,298.81,2020-03-02T00:00:00,1111,111,AAPL
0,18,289.17,289.17,2020-03-03T00:00:00,1111,111,AAPL
0,18,302.65,302.65,2020-03-04T00:00:00,1111,111,AAPL
1,19,292.92,292.92,2020-03-05T00:00:00,1146,111,AAPL
0,19,289.06,289.06,2020-03-06T00:00:00,1179,111,AAPL
0,18,266.57,266.57,2020-03-09T00:00:00,1125,111,AAPL
0,18,285.68,285.68,2020-03-10T00:00:00,1125,111,AAPL
0,18,275.43,275.43,2020-03-11T00:00:00,1125,111,AAPL
1,19,248.23,248.23,2020-03-12T00:00:00,1169,114,AAPL
0,19,278.06,278.06,2020-03-13T00:00:00,1209,114,AAPL
1,18,241.47,241.47,2020-03-16T00:00:00,1153,113,AAPL
2,18,252.81,252.81,2020-03-17T00:00:00,1163,113,AAPL
0,18,249.0,249.0,2020-03-18T00:00:00,1163,113,AAPL
0,18,244.77,244.77,2020-03-19T00:00:00,1173,113,AAPL
0,18,228.73,228.73,2020-03-20T00:00:00,1173,113,AAPL
1,17,223.97,223.97,2020-03-23T00:00:00,1097,113,AAPL
0,17,246.6,246.6,2020-03-24T00:00:00,1122,113,AAPL
1,17,245.52,245.52,2020-03-25T00:00:00,1123,114,AAPL
0,18,258.46,258.46,2020-03-26T00:00:00,1169,115,AAPL
0,18,247.74,247.74,2020-03-27T00:00:00,1188,115,AAPL
0,17,254.75,254.75,2020-03-30T00:00:00,1109,115,AAPL
3,17,253.89,253.89,2020-03-31T00:00:00,1115,115,AAPL
0,17,240.82,240.82,2020-04-01T00:00:00,1115,115,AAPL
1,18,244.93,244.93,2020-04-02T00:00:00,1168,118,AAPL
0,18,241.41,241.41,2020-04-03T00:00:00,1181,118,AAPL
1,17,262.47,262.47,2020-04-06T00:00:00,1099,113,AAPL
1,17,259.43,259.43,2020-04-07T00:00:00,1099,113,AAPL
1,17,266.04,266.04,2020-04-08T00:00:00,1099,113,AAPL
0,18,267.99,267.99,2020-04-09T00:00:00,1147,113,AAPL
3,17,273.25,273.25,2020-04-13T00:00:00,1072,113,AAPL
1,17,287.05,287.05,2020-04-14T00:00:00,1086,113,AAPL
2,17,284.43,284.43,2020-04-15T00:00:00,1098,113,AAPL
0,17,286.69,286.69,2020-04-16T00:00:00,1109,113,AAPL
0,17,282.8,282.8,2020-04-17T00:00:00,1109,113,AAPL
1,16,276.93,276.93,2020-04-20T00:00:00,1023,113,AAPL
1,16,268.37,268.37,2020-04-21T00:00:00,1032,113,AAPL
0,16,276.1,276.1,2020-04-22T00:00:00,1036,113,AAPL
1,17,275.03,275.03,2020-04-23T00:00:00,1075,113,AAPL
0,17,282.97,282.97,2020-04-24T00:00:00,1089,113,AAPL
1,16,283.04,283.04,2020-04-27T00:00:00,1015,108,AAPL
2,16,278.58,278.58,2020-04-28T00:00:00,1015,108,AAPL
0,16,287.73,287.73,2020-04-29T00:00:00,1015,108,AAPL
0,17,293.95,293.95,2020-04-30T00:00:00,1054,108,AAPL
0,17,289.07,289.07,2020-05-01T00:00:00,1096,111,AAPL
0,16,293.16,293.16,2020-05-04T00:00:00,1023,111,AAPL
0,16,297.56,297.56,2020-05-05T00:00:00,1031,111,AAPL
0,16,300.63,300.63,2020-05-06T00:00:00,1035,111,AAPL
2,17,303.74,303.74,2020-05-07T00:00:00,1076,111,AAPL
1,17,310.13,310.13,2020-05-08T00:00:00,1086,111,AAPL
1,16,315.01,315.01,2020-05-11T00:00:00,1020,111,AAPL
2,16,311.41,311.41,2020-05-12T00:00:00,1020,111,AAPL
0,16,307.65,307.65,2020-05-13T00:00:00,1024,111,AAPL
1,16,309.54,309.54,2020-05-14T00:00:00,1039,111,AAPL
1,16,307.69,307.69,2020-05-15T00:00:00,1039,111,AAPL
0,15,314.96,314.96,2020-05-18T00:00:00,978,111,AAPL
0,15,313.01,313.01,2020-05-19T00:00:00,978,111,AAPL
0,16,319.16,319.16,2020-05-20T00:00:00,1033,111,AAPL
0,17,317.09,317.09,2020-05-21T00:00:00,1102,116,AAPL
0,18,318.89,318.89,2020-05-22T00:00:00,1123,116,AAPL
0,17,316.73,316.73,2020-05-26T00:00:00,1062,111,AAPL
1,17,318.11,318.11,2020-05-27T00:00:00,1090,111,AAPL
0,18,318.23,318.23,2020-05-28T00:00:00,1129,111,AAPL
2,18,317.99,317.99,2020-05-29T00:00:00,1139,111,AAPL
0,17,321.76,321.76,2020-06-01T00:00:00,1065,109,AAPL
0,17,323.34,323.34,2020-06-02T00:00:00,1075,109,AAPL
0,17,325.12,325.12,2020-06-03T00:00:00,1075,109,AAPL
1,18,322.32,322.32,2020-06-04T00:00:00,1119,109,AAPL
0,18,331.5,331.5,2020-06-05T00:00:00,1124,109,AAPL
3,18,333.46,333.46,2020-06-08T00:00:00,1097,107,AAPL
0,18,343.99,343.99,2020-06-09T00:00:00,1111,107,AAPL
0,18,352.84,352.84,2020-06-10T00:00:00,1134,107,AAPL
0,19,335.97,335.97,2020-06-11T00:00:00,1215,112,AAPL
0,19,338.53,338.53,2020-06-12T00:00:00,1250,113,AAPL
0,18,342.99,342.99,2020-06-15T00:00:00,1192,110,AAPL
0,18,352.2,352.2,2020-06-16T00:00:00,1204,110,AAPL
0,18,351.59,351.59,2020-06-17T00:00:00,1204,110,AAPL
0,18,349.51,349.51,2020-06-19T00:00:00,1213,111,AAPL
1,17,358.9,358.9,2020-06-22T00:00:00,1125,111,AAPL
1,17,366.53,366.53,2020-06-23T00:00:00,1125,111,AAPL
2,17,360.06,360.06,2020-06-24T00:00:00,1172,114,AAPL
0,18,364.88,364.88,2020-06-25T00:00:00,1224,116,AAPL
0,18,353.63,353.63,2020-06-26T00:00:00,1224,116,AAPL
2,17,361.97,361.97,2020-06-29T00:00:00,1169,113,AAPL
1,17,364.6,364.6,2020-06-30T00:00:00,1184,113,AAPL
0,17,364.01,364.01,2020-07-01T00:00:00,1193,114,AAPL
0,18,364.11,364.11,2020-07-02T00:00:00,1241,114,AAPL
0,17,373.81,373.81,2020-07-06T00:00:00,1164,114,AAPL
0,17,372.69,372.69,2020-07-07T00:00:00,1180,116,AAPL
0,17,381.37,381.37,2020-07-08T00:00:00,1203,118,AAPL
1,18,382.65,382.65,2020-07-09T00:00:00,1273,121,AAPL
0,18,383.68,383.68,2020-07-10T00:00:00,1307,123,AAPL
0,17,381.91,381.91,2020-07-13T00:00:00,1227,121,AAPL
2,17,388.21,388.21,2020-07-14T00:00:00,1273,124,AAPL
1,17,390.9,390.9,2020-07-15T00:00:00,1279,124,AAPL
2,17,386.23,386.23,2020-07-16T00:00:00,1280,124,AAPL
1,17,385.31,385.31,2020-07-17T00:00:00,1285,124,AAPL
2,16,393.43,393.43,2020-07-20T00:00:00,1193,124,AAPL
0,16,388.0,388.0,2020-07-21T00:00:00,1218,124,AAPL
2,16,389.09,389.09,2020-07-22T00:00:00,1219,124,AAPL
0,17,371.38,371.38,2020-07-23T00:00:00,1277,127,AAPL
0,17,370.46,370.46,2020-07-24T00:00:00,1293,127,AAPL
2,17,379.22,379.22,2020-07-27T00:00:00,1244,122,AAPL
0,17,373.13,373.13,2020-07-28T00:00:00,1261,122,AAPL
0,17,380.27,380.27,2020-07-29T00:00:00,1272,122,AAPL
1,18,384.88,384.88,2020-07-30T00:00:00,1302,122,AAPL
2,18,425.5,425.5,2020-07-31T00:00:00,1315,122,AAPL
2,17,435.75,435.75,2020-08-03T00:00:00,1254,125,AAPL
0,17,438.81,438.81,2020-08-04T00:00:00,1298,130,AAPL
1,17,440.25,440.25,2020-08-05T00:00:00,1329,134,AAPL
1,18,455.88,455.88,2020-08-06T00:00:00,1375,134,AAPL
1,18,444.41,444.41,2020-08-07T00:00:00,1470,152,AAPL
1,17,450.91,450.91,2020-08-10T00:00:00,1382,150,AAPL
2,17,437.51,437.51,2020-08-11T00:00:00,1387,150,AAPL
1,17,452.24,452.24,2020-08-12T00:00:00,1392,150,AAPL
3,18,460.03,460.03,2020-08-13T00:00:00,1436,150,AAPL
0,18,459.78,459.78,2020-08-14T00:00:00,1463,152,AAPL
1,17,458.43,458.43,2020-08-17T00:00:00,1372,142,AAPL
2,17,462.08,462.08,2020-08-18T00:00:00,1383,142,AAPL
0,17,462.82,462.82,2020-08-19T00:00:00,1383,142,AAPL
0,18,473.1,473.1,2020-08-20T00:00:00,1425,142,AAPL
0,18,497.48,497.48,2020-08-21T00:00:00,1455,143,AAPL
1,17,503.68,503.68,2020-08-24T00:00:00,1359,144,AAPL
0,17,499.3,499.3,2020-08-25T00:00:00,1448,151,AAPL
0,17,506.19,506.19,2020-08-26T00:00:00,1452,155,AAPL
0,18,500.04,500.04,2020-08-27T00:00:00,1541,157,AAPL
0,18,499.23,499.23,2020-08-28T00:00:00,2432,278,AAPL
2,17,128.76,128.76,2020-08-31T00:00:00,1444,157,AAPL
3,17,134.22,134.22,2020-09-01T00:00:00,1436,149,AAPL
5,17,131.22,131.22,2020-09-02T00:00:00,1476,151,AAPL
4,18,120.94,120.94,2020-09-03T00:00:00,1509,174,AAPL
1,18,120.9,120.9,2020-09-04T00:00:00,1522,175,AAPL
3,17,112.83,112.83,2020-09-08T00:00:00,1419,167,AAPL
2,17,117.24,117.24,2020-09-09T00:00:00,1419,167,AAPL
5,18,113.71,113.71,2020-09-10T00:00:00,1466,177,AAPL
2,18,112.0,112.0,2020-09-11T00:00:00,1475,177,AAPL
1,18,115.35,115.35,2020-09-14T00:00:00,1408,175,AAPL
2,18,115.54,115.54,2020-09-15T00:00:00,1420,177,AAPL
1,18,112.13,112.13,2020-09-16T00:00:00,1420,177,AAPL
3,18,110.32,110.32,2020-09-17T00:00:00,1433,182,AAPL
1,18,106.5,106.5,2020-09-18T00:00:00,1433,182,AAPL
2,17,110.08,110.08,2020-09-21T00:00:00,1320,183,AAPL
5,17,111.81,111.81,2020-09-22T00:00:00,1329,183,AAPL
4,17,107.12,107.12,2020-09-23T00:00:00,1329,183,AAPL
3,18,108.22,108.22,2020-09-24T00:00:00,1378,188,AAPL
2,18,112.28,112.28,2020-09-25T00:00:00,1390,188,AAPL
9,17,115.0,115.0,2020-09-28T00:00:00,1302,188,AAPL
4,17,115.62,115.62,2020-09-30T00:00:00,1302,188,AAPL
1,18,116.79,116.79,2020-10-01T00:00:00,1357,191,AAPL
2,18,113.02,113.02,2020-10-02T00:00:00,1361,191,AAPL
4,17,116.55,116.55,2020-10-05T00:00:00,1277,189,AAPL
2,17,113.16,113.16,2020-10-06T00:00:00,1280,189,AAPL
6,17,115.05,115.05,2020-10-07T00:00:00,1280,189,AAPL
6,18,114.97,114.97,2020-10-08T00:00:00,1309,189,AAPL
2,18,116.97,116.97,2020-10-09T00:00:00,1326,189,AAPL
3,17,124.4,124.4,2020-10-12T00:00:00,1262,186,AAPL
2,17,121.05,121.05,2020-10-13T00:00:00,1265,189,AAPL
1,17,121.18,121.18,2020-10-14T00:00:00,1265,189,AAPL
1,17,120.75,120.75,2020-10-15T00:00:00,1280,189,AAPL
6,17,118.96,118.96,2020-10-16T00:00:00,1280,189,AAPL
1,16,116.0,116.0,2020-10-19T00:00:00,1144,189,AAPL
5,16,117.5,117.5,2020-10-20T00:00:00,1167,195,AAPL
5,16,116.87,116.87,2020-10-21T00:00:00,1174,197,AAPL
1,17,115.77,115.77,2020-10-22T00:00:00,1215,197,AAPL
3,17,115.05,115.05,2020-10-23T00:00:00,1219,197,AAPL
5,17,115.06,115.06,2020-10-26T00:00:00,1173,197,AAPL
3,17,116.55,116.55,2020-10-27T00:00:00,1175,197,AAPL
2,17,111.36,111.36,2020-10-28T00:00:00,1177,197,AAPL
0,18,114.77,114.77,2020-10-29T00:00:00,1241,211,AAPL
5,18,109.11,109.11,2020-10-30T00:00:00,1255,211,AAPL
6,17,108.77,108.77,2020-11-02T00:00:00,1210,211,AAPL
8,17,110.38,110.38,2020-11-03T00:00:00,1234,211,AAPL
7,17,114.91,114.91,2020-11-04T00:00:00,1237,211,AAPL
4,18,118.99,118.99,2020-11-05T00:00:00,1276,211,AAPL
4,18,118.7,118.7,2020-11-06T00:00:00,1280,211,AAPL
6,17,116.32,116.32,2020-11-09T00:00:00,1189,202,AAPL
1,17,115.99,115.99,2020-11-10T00:00:00,1195,206,AAPL
3,17,119.49,119.49,2020-11-11T00:00:00,1195,206,AAPL
2,18,119.23,119.23,2020-11-12T00:00:00,1239,206,AAPL
5,18,119.25,119.25,2020-11-13T00:00:00,1239,206,AAPL
4,17,120.35,120.35,2020-11-16T00:00:00,1155,178,AAPL
6,17,119.36,119.36,2020-11-17T00:00:00,1155,178,AAPL
5,17,118.0,118.0,2020-11-18T00:00:00,1155,178,AAPL
3,18,118.64,118.64,2020-11-19T00:00:00,1204,184,AAPL
3,18,117.32,117.32,2020-11-20T00:00:00,1204,184,AAPL
6,17,113.88,113.88,2020-11-23T00:00:00,1063,157,AAPL
4,17,115.17,115.17,2020-11-24T00:00:00,1063,157,AAPL
6,18,116.03,116.03,2020-11-25T00:00:00,1100,157,AAPL
1,17,119.24,119.24,2020-11-30T00:00:00,1042,151,AAPL
1,17,122.69,122.69,2020-12-01T00:00:00,1045,151,AAPL
1,17,123.08,123.08,2020-12-02T00:00:00,1045,151,AAPL
1,18,122.97,122.97,2020-12-03T00:00:00,1107,160,AAPL
4,18,122.24,122.24,2020-12-04T00:00:00,1115,160,AAPL
1,17,123.8,123.8,2020-12-07T00:00:00,1056,160,AAPL
3,17,124.37,124.37,2020-12-08T00:00:00,1056,160,AAPL
2,17,121.73,121.73,2020-12-09T00:00:00,1059,160,AAPL
1,18,123.25,123.25,2020-12-10T00:00:00,1091,160,AAPL
3,18,122.47,122.47,2020-12-11T00:00:00,1099,160,AAPL
2,17,121.77,121.77,2020-12-14T00:00:00,1045,155,AAPL
2,17,127.88,127.88,2020-12-15T00:00:00,1063,159,AAPL
4,17,127.75,127.75,2020-12-16T00:00:00,1073,161,AAPL
2,17,128.65,128.65,2020-12-17T00:00:00,1097,162,AAPL
2,17,126.75,126.75,2020-12-18T00:00:00,1097,162,AAPL
2,16,128.23,128.23,2020-12-21T00:00:00,1007,162,AAPL
3,16,131.88,131.88,2020-12-22T00:00:00,1024,163,AAPL
6,17,131.01,131.01,2020-12-23T00:00:00,1056,163,AAPL
4,17,136.73,136.73,2020-12-28T00:00:00,1050,163,AAPL
2,17,134.87,134.87,2020-12-29T00:00:00,1053,163,AAPL
2,17,133.72,133.72,2020-12-30T00:00:00,1060,163,AAPL
1,18,132.6,132.6,2020-12-31T00:00:00,1097,163,AAPL
1,17,129.45,129.45,2021-01-04T00:00:00,1051,159,AAPL
10,17,130.95,130.95,2021-01-05T00:00:00,1121,161,AAPL
3,17,126.66,126.66,2021-01-06T00:00:00,1125,161,AAPL
3,18,130.86,130.86,2021-01-07T00:00:00,1176,161,AAPL
4,18,131.99,131.99,2021-01-08T00:00:00,1188,161,AAPL
4,17,128.98,128.98,2021-01-11T00:00:00,1119,161,AAPL
0,17,128.82,128.82,2021-01-12T00:00:00,1127,166,AAPL
2,17,130.89,130.89,2021-01-13T00:00:00,1127,166,AAPL
3,17,128.91,128.91,2021-01-14T00:00:00,1136,166,AAPL
3,17,127.07,127.07,2021-01-15T00:00:00,1136,166,AAPL
1,16,127.82,127.82,2021-01-19T00:00:00,1046,166,AAPL
4,16,132.03,132.03,2021-01-20T00:00:00,1046,166,AAPL
0,17,136.87,136.87,2021-01-21T00:00:00,1078,166,AAPL
0,17,138.97,138.97,2021-01-22T00:00:00,1097,166,AAPL
1,16,142.9,142.9,2021-01-25T00:00:00,1024,163,AAPL
1,16,143.18,143.18,2021-01-26T00:00:00,1024,163,AAPL
1,16,142.53,142.53,2021-01-27T00:00:00,1031,163,AAPL
1,17,137.09,137.09,2021-01-28T00:00:00,1079,165,AAPL
1,17,131.74,131.74,2021-01-29T00:00:00,1092,165,AAPL
3,16,134.14,134.14,2021-02-01T00:00:00,1022,163,AAPL
1,16,134.94,134.94,2021-02-02T00:00:00,1031,169,AAPL
8,16,133.92,133.92,2021-02-03T00:00:00,1031,169,AAPL
6,17,137.39,137.39,2021-02-04T00:00:00,1078,169,AAPL
3,17,136.77,136.77,2021-02-05T00:00:00,1085,169,AAPL
8,16,136.91,136.91,2021-02-08T00:00:00,1016,169,AAPL
9,16,135.99,135.99,2021-02-09T00:00:00,1019,169,AAPL
7,16,135.36,135.36,2021-02-10T00:00:00,1023,169,AAPL
3,17,135.12,135.12,2021-02-11T00:00:00,1054,169,AAPL
10,18,135.34,135.34,2021-02-12T00:00:00,1093,169,AAPL
5,17,133.16,133.16,2021-02-16T00:00:00,1016,163,AAPL
9,17,130.84,130.84,2021-02-17T00:00:00,1018,163,AAPL
6,18,129.71,129.71,2021-02-18T00:00:00,1065,164,AAPL
4,18,129.87,129.87,2021-02-19T00:00:00,1065,164,AAPL
8,17,126.01,126.01,2021-02-22T00:00:00,1015,164,AAPL
6,17,125.86,125.86,2021-02-23T00:00:00,1037,170,AAPL
4,17,125.32,125.32,2021-02-24T00:00:00,1052,180,AAPL
3,18,121.0,121.0,2021-02-25T00:00:00,1105,180,AAPL
4,18,121.35,121.35,2021-02-26T00:00:00,1110,180,AAPL
7,17,127.79,127.79,2021-03-01T00:00:00,1036,180,AAPL
7,17,125.16,125.16,2021-03-02T00:00:00,1057,180,AAPL
5,17,122.06,122.06,2021-03-03T00:00:00,1057,180,AAPL
4,18,120.3,120.3,2021-03-04T00:00:00,1096,180,AAPL
2,18,121.39,121.39,2021-03-05T00:00:00,1110,180,AAPL
1,17,116.41,116.41,2021-03-08T00:00:00,1036,183,AAPL
2,17,121.08,121.08,2021-03-09T00:00:00,1039,183,AAPL
6,17,119.97,119.97,2021-03-10T00:00:00,1041,183,AAPL
5,18,121.96,121.96,2021-03-11T00:00:00,1078,183,AAPL
3,18,121.04,121.04,2021-03-12T00:00:00,1088,183,AAPL
2,17,124.0,124.0,2021-03-15T00:00:00,996,157,AAPL
2,17,125.57,125.57,2021-03-16T00:00:00,1006,165,AAPL
4,17,124.78,124.78,2021-03-17T00:00:00,1006,165,AAPL
3,17,120.59,120.59,2021-03-18T00:00:00,1019,165,AAPL
2,17,119.88,119.88,2021-03-19T00:00:00,1019,165,AAPL
2,16,123.37,123.37,2021-03-22T00:00:00,932,162,AAPL
3,17,122.53,122.53,2021-03-23T00:00:00,947,162,AAPL
4,17,120.08,120.08,2021-03-24T00:00:00,966,162,AAPL
2,18,120.6,120.6,2021-03-25T00:00:00,997,162,AAPL
1,18,121.21,121.21,2021-03-26T00:00:00,1008,162,AAPL
3,18,121.39,121.39,2021-03-29T00:00:00,959,161,AAPL
0,18,119.98,119.98,2021-03-30T00:00:00,972,162,AAPL
2,18,122.18,122.18,2021-03-31T00:00:00,978,164,AAPL
2,19,123.0,123.0,2021-04-01T00:00:00,1017,164,AAPL
4,18,125.9,125.9,2021-04-05T00:00:00,953,163,AAPL
5,18,126.23,126.23,2021-04-06T00:00:00,955,164,AAPL
3,18,127.91,127.91,2021-04-07T00:00:00,962,164,AAPL
4,19,130.38,130.38,2021-04-08T00:00:00,1011,164,AAPL
7,19,133.0,133.0,2021-04-09T00:00:00,1021,164,AAPL
3,18,131.26,131.26,2021-04-12T00:00:00,960,154,AAPL
2,18,134.41,134.41,2021-04-13T00:00:00,967,154,AAPL
4,18,132.13,132.13,2021-04-14T00:00:00,995,156,AAPL
5,18,134.51,134.51,2021-04-15T00:00:00,1037,168,AAPL
1,18,134.15,134.15,2021-04-16T00:00:00,1043,168,AAPL
0,17,134.85,134.85,2021-04-19T00:00:00,964,155,AAPL
1,17,133.12,133.12,2021-04-20T00:00:00,971,155,AAPL
3,17,133.49,133.49,2021-04-21T00:00:00,973,155,AAPL
1,18,131.94,131.94,2021-04-22T00:00:00,1029,155,AAPL
2,18,134.3,134.3,2021-04-23T00:00:00,1031,155,AAPL
4,17,134.73,134.73,2021-04-26T00:00:00,974,155,AAPL
4,17,134.39,134.39,2021-04-27T00:00:00,977,155,AAPL
1,17,133.74,133.74,2021-04-28T00:00:00,977,155,AAPL
1,18,133.49,133.49,2021-04-29T00:00:00,1054,160,AAPL
4,18,131.53,131.53,2021-04-30T00:00:00,1056,160,AAPL
4,17,132.55,132.55,2021-05-03T00:00:00,987,160,AAPL
4,17,127.94,127.94,2021-05-04T00:00:00,989,160,AAPL
2,17,128.15,128.15,2021-05-05T00:00:00,998,160,AAPL
3,18,129.68,129.68,2021-05-06T00:00:00,1048,160,AAPL
8,18,130.21,130.21,2021-05-07T00:00:00,1052,160,AAPL
7,17,126.89,126.89,2021-05-10T00:00:00,988,160,AAPL
3,17,125.85,125.85,2021-05-11T00:00:00,990,160,AAPL
7,18,122.81,122.81,2021-05-12T00:00:00,1038,163,AAPL
2,19,124.94,124.94,2021-05-13T00:00:00,1100,163,AAPL
4,19,127.43,127.43,2021-05-14T00:00:00,1107,163,AAPL
2,18,126.27,126.27,2021-05-17T00:00:00,1044,163,AAPL
4,18,124.85,124.85,2021-05-18T00:00:00,1044,163,AAPL
3,18,124.69,124.69,2021-05-19T00:00:00,1044,163,AAPL
3,18,127.22,127.22,2021-05-20T00:00:00,1047,163,AAPL
0,18,125.43,125.43,2021-05-21T00:00:00,1047,163,AAPL
5,17,127.11,127.11,2021-05-24T00:00:00,970,160,AAPL
1,17,126.93,126.93,2021-05-25T00:00:00,977,160,AAPL
3,17,126.85,126.85,2021-05-26T00:00:00,977,160,AAPL
5,18,125.3,125.3,2021-05-27T00:00:00,1006,160,AAPL
3,19,124.61,124.61,2021-05-28T00:00:00,1041,160,AAPL
8,18,124.31,124.31,2021-06-01T00:00:00,964,152,AAPL
4,18,125.08,125.08,2021-06-02T00:00:00,972,152,AAPL
5,19,123.54,123.54,2021-06-03T00:00:00,1003,152,AAPL
4,19,125.88,125.88,2021-06-04T00:00:00,1015,153,AAPL
5,18,125.9,125.9,2021-06-07T00:00:00,947,153,AAPL
4,18,126.74,126.74,2021-06-08T00:00:00,947,153,AAPL
2,18,127.17,127.17,2021-06-09T00:00:00,960,153,AAPL
4,19,126.12,126.12,2021-06-10T00:00:00,991,153,AAPL
5,19,127.35,127.35,2021-06-11T00:00:00,1002,153,AAPL
7,18,130.49,130.49,2021-06-14T00:00:00,935,144,AAPL
1,18,129.7,129.7,2021-06-15T00:00:00,936,144,AAPL
4,18,130.13,130.13,2021-06-16T00:00:00,948,144,AAPL
3,18,131.74,131.74,2021-06-17T00:00:00,969,144,AAPL
1,18,130.39,130.39,2021-06-18T00:00:00,969,144,AAPL
2,17,132.27,132.27,2021-06-21T00:00:00,872,136,AAPL
3,17,133.98,133.98,2021-06-22T00:00:00,872,136,AAPL
6,17,133.69,133.69,2021-06-23T00:00:00,872,136,AAPL
4,18,133.4,133.4,2021-06-24T00:00:00,919,136,AAPL
6,18,133.14,133.14,2021-06-25T00:00:00,919,136,AAPL
3,17,134.75,134.75,2021-06-28T00:00:00,867,135,AAPL
4,17,136.33,136.33,2021-06-29T00:00:00,867,135,AAPL
10,17,136.88,136.88,2021-06-30T00:00:00,872,135,AAPL
8,18,137.27,137.27,2021-07-01T00:00:00,904,136,AAPL
4,18,139.96,139.96,2021-07-02T00:00:00,912,136,AAPL
8,17,141.95,141.95,2021-07-06T00:00:00,857,133,AAPL
1,17,144.67,144.67,2021-07-07T00:00:00,865,133,AAPL
0,18,143.25,143.25,2021-07-08T00:00:00,888,136,AAPL
5,18,145.1,145.1,2021-07-09T00:00:00,897,136,AAPL
4,17,144.58,144.58,2021-07-12T00:00:00,848,135,AAPL
2,18,145.69,145.69,2021-07-13T00:00:00,875,135,AAPL
7,18,149.29,149.29,2021-07-14T00:00:00,880,135,AAPL
1,18,148.47,148.47,2021-07-15T00:00:00,893,136,AAPL
5,18,146.34,146.34,2021-07-16T00:00:00,903,141,AAPL
3,17,142.53,142.53,2021-07-19T00:00:00,850,140,AAPL
3,18,146.15,146.15,2021-07-20T00:00:00,883,140,AAPL
7,18,145.38,145.38,2021-07-21T00:00:00,883,140,AAPL
2,19,146.78,146.78,2021-07-22T00:00:00,907,140,AAPL
7,19,148.53,148.53,2021-07-23T00:00:00,909,140,AAPL
3,18,148.99,148.99,2021-07-26T00:00:00,863,138,AAPL
0,18,146.81,146.81,2021-07-27T00:00:00,863,138,AAPL
3,18,144.99,144.99,2021-07-28T00:00:00,863,138,AAPL
3,19,145.6,145.6,2021-07-29T00:00:00,888,138,AAPL
3,19,145.95,145.95,2021-07-30T00:00:00,895,138,AAPL
5,18,145.54,145.54,2021-08-02T00:00:00,847,136,AAPL
6,18,147.33,147.33,2021-08-03T00:00:00,847,136,AAPL
3,18,146.95,146.95,2021-08-04T00:00:00,856,136,AAPL
5,19,147.03,147.03,2021-08-05T00:00:00,878,136,AAPL
8,19,146.1,146.1,2021-08-06T00:00:00,887,136,AAPL
4,18,146.12,146.12,2021-08-09T00:00:00,836,135,AAPL
6,18,145.61,145.61,2021-08-10T00:00:00,836,135,AAPL
