atm_iv_standard_deviation,count,coverage,market_period,mean_atm_iv,median_absolute_atm_iv_change,median_atm_iv,median_atm_iv_spread,median_relative_instability,p90_absolute_atm_iv_change,p95_absolute_atm_iv_change,target_tenor
0.006862988977874465,5,1.0,2010-2012,0.20850418665547688,0.0028315082975685774,0.21109560393509424,0.00439638291337241,0.013176222924991335,0.00813411538139495,0.00898001560532226,150
0.005825007312584785,5,1.0,2010-2012,0.17072646709555636,0.004323363310998654,0.17134993484528935,0.0012725157726751202,0.02530979849696446,0.0058274326103022744,0.00586730403180831,45
0.00604172403904786,5,1.0,2010-2012,0.19362996303405333,0.003224372565176964,0.19136409486538225,0.004463825501363955,0.016770098623217114,0.008528205547333068,0.009415213324161904,90
