fraction_move_within_average_iv_spread,median_absolute_atm_iv_change,median_atm_iv_spread,median_noise_adjusted_move,observation_count,spearman_spread_vs_next_move,target_tenor
0.5,0.0028315082975685774,0.00439638291337241,0.7191728978914478,4,-1.0,150
0.25,0.004323363310998654,0.0012725157726751202,3.0362334653283742,4,-0.39999999999999997,45
0.75,0.003224372565176964,0.004463825501363955,0.6361827429434698,4,0.6000000000000001,90
