coefficient,confidence_interval_high,confidence_interval_low,model,observation_count,p_value,r_squared,standard_error,t_statistic,term
-0.006312522404547156,-0.0053139814183104294,-0.007311063390783883,quote_uncertainty_next_day_hac,12683,2.9459129159947935e-35,0.20432120431781076,0.0005094690484687938,-12.390394320360393,C(target_tenor)[T.150]
-0.00242538156790824,-0.0014995727917762934,-0.0033511903440401865,quote_uncertainty_next_day_hac,12683,2.827402118078334e-07,0.20432120431781076,0.00047236009612146345,-5.134603002715482,C(target_tenor)[T.45]
-0.004420501725910118,-0.003597463453722978,-0.005243539998097258,quote_uncertainty_next_day_hac,12683,6.495249755392774e-26,0.20432120431781076,0.00041992520203389496,-10.526878845326625,C(target_tenor)[T.90]
0.005236988000481941,0.006499894188540512,0.003974081812423369,quote_uncertainty_next_day_hac,12683,4.3812639349096243e-16,0.20432120431781076,0.0006443517319809007,8.127529950733756,Intercept
0.30546499966612095,0.44251286945852236,0.16841712987371954,quote_uncertainty_next_day_hac,12683,1.2507449203134026e-05,0.20432120431781076,0.06992366741094098,4.368549462242948,absolute_underlying_return
0.701061320512118,1.0739774825252706,0.3281451584989653,quote_uncertainty_next_day_hac,12683,0.00022904267444577014,0.20432120431781076,0.19026684416380496,3.684621582878406,atm_iv_spread
0.023296834329310984,0.02899597258526554,0.017597696073356428,quote_uncertainty_next_day_hac,12683,1.1294478603040509e-15,0.20432120431781076,0.0029077770310621167,8.011905342274956,past_realized_volatility
-0.006569647059239254,-0.001870208345494834,-0.011269085772983673,spy_contemporaneous_hac,12685,0.00614467603895034,0.5372129131794744,0.0023977168717450896,-2.739959474221733,C(target_tenor)[T.150]
-0.0026372349680993325,-0.0008883694592503636,-0.004386100476948302,spy_contemporaneous_hac,12685,0.00312097002049114,0.5372129131794744,0.0008922947169661264,-2.95556492485593,C(target_tenor)[T.45]
-0.004772380598603892,-0.0013078285411624799,-0.008236932656045304,spy_contemporaneous_hac,12685,0.0069375366006527335,0.5372129131794744,0.001767661081922605,-2.69982783883729,C(target_tenor)[T.90]
0.003414080847211909,0.01125665059988323,-0.004428488905459413,spy_contemporaneous_hac,12685,0.3935346182181968,0.5372129131794744,0.004001384624683163,0.8532248627516636,Intercept
1.0188275404888527,1.1398027778982662,0.8978523030794392,spy_contemporaneous_hac,12685,3.300072918727339e-61,0.5372129131794744,0.06172319408093762,16.50639691706272,absolute_underlying_return
0.48238363348783064,0.7493498742193418,0.2154173927563195,spy_contemporaneous_hac,12685,0.0003978949755085073,0.5372129131794744,0.13620976856580366,3.54147605246674,atm_iv_spread
0.0003299023712158276,0.0016131186620991667,-0.0009533139196675115,spy_contemporaneous_hac,12685,0.6143403708206487,0.5372129131794744,0.0006547142197536207,0.5038875913524149,high_vol_regime
0.00017984020001704073,0.002643694478255137,-0.0022840140782210555,spy_contemporaneous_hac,12685,0.8862423715670339,0.5372129131794744,0.0012570916086584573,0.14306053654193313,log_dte
-0.00015715694323055474,0.0056704568142508845,-0.005984770700711994,spy_contemporaneous_hac,12685,0.9578469709703404,0.5372129131794744,0.002973326960826277,-0.052855587461824706,past_realized_volatility
