fraction_move_within_average_iv_spread,median_absolute_atm_iv_change,median_atm_iv_spread,median_noise_adjusted_move,observation_count,spearman_spread_vs_next_move,target_tenor
0.27616077616077617,0.004502248983920834,0.0017825155016270577,2.1425573222728467,2886,0.2179298024464218,150
0.13809226932668328,0.007646540079911793,0.0016057300071698546,4.583328227333321,3208,0.22069397335202992,21
0.1348314606741573,0.0062500717569110575,0.0013068204561472035,4.346240303006813,3293,0.20178809047261473,45
0.15639097744360902,0.005027639994741762,0.0012105328502321488,3.7202285631521295,3325,0.23377255887061407,90
