atm_iv_standard_deviation,count,coverage,mean_atm_iv,median_absolute_atm_iv_change,median_atm_iv,median_atm_iv_spread,median_relative_instability,p90_absolute_atm_iv_change,p95_absolute_atm_iv_change,target_tenor
0.04884555503383783,2924,0.8354285714285714,0.18103735396244888,0.004502248983920834,0.17025496055157652,0.0017825155016270577,0.026116393068511146,0.014749086437033251,0.019643025035564254,150
0.07004525078986672,3234,0.924,0.15618381638329407,0.007646540079911793,0.13872797291482664,0.0016057300071698546,0.05441854948050941,0.027610067221719117,0.038336826461859666,21
0.06294967658123103,3318,0.948,0.1627408661759187,0.0062500717569110575,0.1465494292014734,0.0013068204561472035,0.04212567273175798,0.021843870709116083,0.029010921660972036,45
0.054983339280830046,3332,0.952,0.1715289052678431,0.005027639994741762,0.15838562821075575,0.0012105328502321488,0.031043491036996645,0.01668979228090266,0.022813555807347834,90
