fraction_move_within_average_iv_spread,median_absolute_atm_iv_change,median_atm_iv_spread,median_noise_adjusted_move,observation_count,spearman_spread_vs_next_move,target_tenor
0.1937669376693767,0.014150285520164327,0.0026709229320282524,3.3764700895276087,738,0.06684027781665111,150
0.08190224570673713,0.012768219887357046,0.001457466328903284,7.216066489496251,757,0.3533761396819643,21
0.09054593874833555,0.012164390557214466,0.001358715834642782,6.75901914368251,751,0.2194807207411395,45
0.11650485436893204,0.012670802488118471,0.0013706755638750734,7.30353508993404,721,0.06295609360652525,90
