crossed_market_rows,expire_date,maximum_vendor_dte,minimum_vendor_dte,quote_date,raw_rows,strikes
1.0,2020-01-03T00:00:00,1.0,1.0,2020-01-02T00:00:00,118,118
5.0,2020-01-06T00:00:00,4.0,4.0,2020-01-02T00:00:00,60,60
2.0,2020-01-08T00:00:00,6.0,6.0,2020-01-02T00:00:00,57,57
1.0,2020-01-10T00:00:00,8.0,8.0,2020-01-02T00:00:00,83,83
0.0,2020-01-13T00:00:00,11.0,11.0,2020-01-02T00:00:00,60,60
0.0,2020-01-15T00:00:00,13.0,13.0,2020-01-02T00:00:00,58,58
3.0,2020-01-17T00:00:00,15.0,15.0,2020-01-02T00:00:00,214,214
0.0,2020-01-21T00:00:00,19.0,19.0,2020-01-02T00:00:00,56,56
1.0,2020-01-22T00:00:00,20.0,20.0,2020-01-02T00:00:00,54,54
0.0,2020-01-24T00:00:00,22.0,22.0,2020-01-02T00:00:00,131,131
1.0,2020-01-27T00:00:00,25.0,25.0,2020-01-02T00:00:00,55,55
1.0,2020-01-29T00:00:00,27.0,27.0,2020-01-02T00:00:00,51,51
0.0,2020-01-31T00:00:00,29.0,29.0,2020-01-02T00:00:00,131,131
0.0,2020-02-03T00:00:00,32.0,32.0,2020-01-02T00:00:00,38,38
0.0,2020-02-05T00:00:00,34.0,34.0,2020-01-02T00:00:00,23,23
2.0,2020-02-07T00:00:00,36.0,36.0,2020-01-02T00:00:00,71,71
1.0,2020-02-14T00:00:00,43.0,43.0,2020-01-02T00:00:00,71,71
2.0,2020-02-21T00:00:00,50.0,50.0,2020-01-02T00:00:00,156,156
3.0,2020-03-20T00:00:00,77.96,77.96,2020-01-02T00:00:00,153,153
3.0,2020-03-31T00:00:00,88.96,88.96,2020-01-02T00:00:00,105,105
4.0,2020-04-17T00:00:00,105.96,105.96,2020-01-02T00:00:00,198,198
1.0,2020-05-15T00:00:00,133.96,133.96,2020-01-02T00:00:00,84,84
1.0,2020-06-19T00:00:00,168.96,168.96,2020-01-02T00:00:00,150,150
0.0,2020-06-30T00:00:00,179.96,179.96,2020-01-02T00:00:00,106,106
0.0,2020-09-18T00:00:00,259.96,259.96,2020-01-02T00:00:00,129,129
0.0,2020-09-30T00:00:00,271.96,271.96,2020-01-02T00:00:00,103,103
0.0,2020-10-16T00:00:00,287.96,287.96,2020-01-02T00:00:00,113,113
0.0,2020-11-20T00:00:00,323.0,323.0,2020-01-02T00:00:00,101,101
0.0,2020-12-18T00:00:00,351.0,351.0,2020-01-02T00:00:00,146,146
0.0,2020-12-31T00:00:00,364.0,364.0,2020-01-02T00:00:00,93,93
0.0,2021-01-15T00:00:00,379.0,379.0,2020-01-02T00:00:00,204,204
0.0,2021-03-19T00:00:00,441.96,441.96,2020-01-02T00:00:00,115,115
0.0,2021-06-18T00:00:00,532.96,532.96,2020-01-02T00:00:00,60,60
0.0,2021-09-17T00:00:00,623.96,623.96,2020-01-02T00:00:00,58,58
0.0,2021-12-17T00:00:00,715.0,715.0,2020-01-02T00:00:00,167,167
0.0,2022-01-21T00:00:00,750.0,750.0,2020-01-02T00:00:00,61,61
0.0,2022-12-16T00:00:00,1079.0,1079.0,2020-01-02T00:00:00,41,41
2.0,2020-01-03T00:00:00,0.0,0.0,2020-01-03T00:00:00,118,118
1.0,2020-01-06T00:00:00,3.0,3.0,2020-01-03T00:00:00,60,60
0.0,2020-01-08T00:00:00,5.0,5.0,2020-01-03T00:00:00,57,57
0.0,2020-01-10T00:00:00,7.0,7.0,2020-01-03T00:00:00,94,94
1.0,2020-01-13T00:00:00,10.0,10.0,2020-01-03T00:00:00,60,60
2.0,2020-01-15T00:00:00,12.0,12.0,2020-01-03T00:00:00,58,58
1.0,2020-01-17T00:00:00,14.0,14.0,2020-01-03T00:00:00,214,214
0.0,2020-01-21T00:00:00,18.0,18.0,2020-01-03T00:00:00,56,56
1.0,2020-01-22T00:00:00,19.0,19.0,2020-01-03T00:00:00,54,54
7.0,2020-01-24T00:00:00,21.0,21.0,2020-01-03T00:00:00,132,132
0.0,2020-01-27T00:00:00,24.0,24.0,2020-01-03T00:00:00,56,56
1.0,2020-01-29T00:00:00,26.0,26.0,2020-01-03T00:00:00,54,54
1.0,2020-01-31T00:00:00,28.0,28.0,2020-01-03T00:00:00,132,132
0.0,2020-02-03T00:00:00,31.0,31.0,2020-01-03T00:00:00,48,48
0.0,2020-02-05T00:00:00,33.0,33.0,2020-01-03T00:00:00,33,33
2.0,2020-02-07T00:00:00,35.0,35.0,2020-01-03T00:00:00,72,72
0.0,2020-02-10T00:00:00,38.0,38.0,2020-01-03T00:00:00,13,13
1.0,2020-02-14T00:00:00,42.0,42.0,2020-01-03T00:00:00,72,72
4.0,2020-02-21T00:00:00,49.0,49.0,2020-01-03T00:00:00,156,156
3.0,2020-03-20T00:00:00,76.96,76.96,2020-01-03T00:00:00,154,154
0.0,2020-03-31T00:00:00,87.96,87.96,2020-01-03T00:00:00,106,106
2.0,2020-04-17T00:00:00,104.96,104.96,2020-01-03T00:00:00,198,198
0.0,2020-05-15T00:00:00,132.96,132.96,2020-01-03T00:00:00,85,85
2.0,2020-06-19T00:00:00,167.96,167.96,2020-01-03T00:00:00,150,150
0.0,2020-06-30T00:00:00,178.96,178.96,2020-01-03T00:00:00,107,107
0.0,2020-09-18T00:00:00,258.96,258.96,2020-01-03T00:00:00,130,130
0.0,2020-09-30T00:00:00,270.96,270.96,2020-01-03T00:00:00,104,104
0.0,2020-10-16T00:00:00,286.96,286.96,2020-01-03T00:00:00,114,114
0.0,2020-11-20T00:00:00,322.0,322.0,2020-01-03T00:00:00,103,103
0.0,2020-12-18T00:00:00,350.0,350.0,2020-01-03T00:00:00,146,146
0.0,2020-12-31T00:00:00,363.0,363.0,2020-01-03T00:00:00,93,93
0.0,2021-01-15T00:00:00,378.0,378.0,2020-01-03T00:00:00,204,204
0.0,2021-03-19T00:00:00,440.96,440.96,2020-01-03T00:00:00,115,115
0.0,2021-06-18T00:00:00,531.96,531.96,2020-01-03T00:00:00,60,60
0.0,2021-09-17T00:00:00,622.96,622.96,2020-01-03T00:00:00,58,58
0.0,2021-12-17T00:00:00,714.0,714.0,2020-01-03T00:00:00,167,167
0.0,2022-01-21T00:00:00,749.0,749.0,2020-01-03T00:00:00,61,61
0.0,2022-12-16T00:00:00,1078.0,1078.0,2020-01-03T00:00:00,41,41
0.0,2020-01-06T00:00:00,0.0,0.0,2020-01-06T00:00:00,60,60
1.0,2020-01-08T00:00:00,2.0,2.0,2020-01-06T00:00:00,57,57
0.0,2020-01-10T00:00:00,4.0,4.0,2020-01-06T00:00:00,94,94
3.0,2020-01-13T00:00:00,7.0,7.0,2020-01-06T00:00:00,60,60
3.0,2020-01-15T00:00:00,9.0,9.0,2020-01-06T00:00:00,58,58
3.0,2020-01-17T00:00:00,11.0,11.0,2020-01-06T00:00:00,222,222
2.0,2020-01-21T00:00:00,15.0,15.0,2020-01-06T00:00:00,56,56
0.0,2020-01-22T00:00:00,16.0,16.0,2020-01-06T00:00:00,54,54
6.0,2020-01-24T00:00:00,18.0,18.0,2020-01-06T00:00:00,132,132
1.0,2020-01-27T00:00:00,21.0,21.0,2020-01-06T00:00:00,56,56
0.0,2020-01-29T00:00:00,23.0,23.0,2020-01-06T00:00:00,54,54
1.0,2020-01-31T00:00:00,25.0,25.0,2020-01-06T00:00:00,132,132
0.0,2020-02-03T00:00:00,28.0,28.0,2020-01-06T00:00:00,54,54
3.0,2020-02-05T00:00:00,30.0,30.0,2020-01-06T00:00:00,43,43
1.0,2020-02-07T00:00:00,32.0,32.0,2020-01-06T00:00:00,72,72
0.0,2020-02-10T00:00:00,35.0,35.0,2020-01-06T00:00:00,13,13
0.0,2020-02-14T00:00:00,39.0,39.0,2020-01-06T00:00:00,72,72
1.0,2020-02-21T00:00:00,46.0,46.0,2020-01-06T00:00:00,156,156
3.0,2020-03-20T00:00:00,73.96,73.96,2020-01-06T00:00:00,154,154
1.0,2020-03-31T00:00:00,84.96,84.96,2020-01-06T00:00:00,106,106
2.0,2020-04-17T00:00:00,101.96,101.96,2020-01-06T00:00:00,198,198
0.0,2020-05-15T00:00:00,129.96,129.96,2020-01-06T00:00:00,85,85
0.0,2020-06-19T00:00:00,164.96,164.96,2020-01-06T00:00:00,150,150
0.0,2020-06-30T00:00:00,175.96,175.96,2020-01-06T00:00:00,107,107
0.0,2020-09-18T00:00:00,255.96,255.96,2020-01-06T00:00:00,130,130
0.0,2020-09-30T00:00:00,267.96,267.96,2020-01-06T00:00:00,104,104
0.0,2020-10-16T00:00:00,283.96,283.96,2020-01-06T00:00:00,114,114
0.0,2020-11-20T00:00:00,319.0,319.0,2020-01-06T00:00:00,103,103
0.0,2020-12-18T00:00:00,347.0,347.0,2020-01-06T00:00:00,146,146
0.0,2020-12-31T00:00:00,360.0,360.0,2020-01-06T00:00:00,90,90
0.0,2021-01-15T00:00:00,375.0,375.0,2020-01-06T00:00:00,204,204
0.0,2021-03-19T00:00:00,437.96,437.96,2020-01-06T00:00:00,115,115
0.0,2021-06-18T00:00:00,528.96,528.96,2020-01-06T00:00:00,60,60
0.0,2021-09-17T00:00:00,619.96,619.96,2020-01-06T00:00:00,58,58
0.0,2021-12-17T00:00:00,711.0,711.0,2020-01-06T00:00:00,167,167
0.0,2022-01-21T00:00:00,746.0,746.0,2020-01-06T00:00:00,61,61
0.0,2022-12-16T00:00:00,1075.0,1075.0,2020-01-06T00:00:00,41,41
0.0,2020-01-08T00:00:00,1.0,1.0,2020-01-07T00:00:00,57,57
0.0,2020-01-10T00:00:00,3.0,3.0,2020-01-07T00:00:00,94,94
0.0,2020-01-13T00:00:00,6.0,6.0,2020-01-07T00:00:00,60,60
0.0,2020-01-15T00:00:00,8.0,8.0,2020-01-07T00:00:00,58,58
1.0,2020-01-17T00:00:00,10.0,10.0,2020-01-07T00:00:00,222,222
1.0,2020-01-21T00:00:00,14.0,14.0,2020-01-07T00:00:00,56,56
2.0,2020-01-22T00:00:00,15.0,15.0,2020-01-07T00:00:00,54,54
1.0,2020-01-24T00:00:00,17.0,17.0,2020-01-07T00:00:00,132,132
0.0,2020-01-27T00:00:00,20.0,20.0,2020-01-07T00:00:00,56,56
0.0,2020-01-29T00:00:00,22.0,22.0,2020-01-07T00:00:00,54,54
3.0,2020-01-31T00:00:00,24.0,24.0,2020-01-07T00:00:00,132,132
1.0,2020-02-03T00:00:00,27.0,27.0,2020-01-07T00:00:00,55,55
1.0,2020-02-05T00:00:00,29.0,29.0,2020-01-07T00:00:00,49,49
2.0,2020-02-07T00:00:00,31.0,31.0,2020-01-07T00:00:00,72,72
0.0,2020-02-10T00:00:00,34.0,34.0,2020-01-07T00:00:00,29,29
0.0,2020-02-12T00:00:00,36.0,36.0,2020-01-07T00:00:00,14,14
1.0,2020-02-14T00:00:00,38.0,38.0,2020-01-07T00:00:00,72,72
3.0,2020-02-21T00:00:00,45.0,45.0,2020-01-07T00:00:00,156,156
1.0,2020-03-20T00:00:00,72.96,72.96,2020-01-07T00:00:00,154,154
0.0,2020-03-31T00:00:00,83.96,83.96,2020-01-07T00:00:00,106,106
3.0,2020-04-17T00:00:00,100.96,100.96,2020-01-07T00:00:00,198,198
0.0,2020-05-15T00:00:00,128.96,128.96,2020-01-07T00:00:00,85,85
1.0,2020-06-19T00:00:00,163.96,163.96,2020-01-07T00:00:00,150,150
0.0,2020-06-30T00:00:00,174.96,174.96,2020-01-07T00:00:00,107,107
0.0,2020-09-18T00:00:00,254.96,254.96,2020-01-07T00:00:00,130,130
0.0,2020-09-30T00:00:00,266.96,266.96,2020-01-07T00:00:00,104,104
0.0,2020-10-16T00:00:00,282.96,282.96,2020-01-07T00:00:00,114,114
0.0,2020-11-20T00:00:00,318.0,318.0,2020-01-07T00:00:00,103,103
0.0,2020-12-18T00:00:00,346.0,346.0,2020-01-07T00:00:00,146,146
0.0,2020-12-31T00:00:00,359.0,359.0,2020-01-07T00:00:00,90,90
0.0,2021-01-15T00:00:00,374.0,374.0,2020-01-07T00:00:00,204,204
0.0,2021-03-19T00:00:00,436.96,436.96,2020-01-07T00:00:00,115,115
0.0,2021-06-18T00:00:00,527.96,527.96,2020-01-07T00:00:00,60,60
0.0,2021-09-17T00:00:00,618.96,618.96,2020-01-07T00:00:00,58,58
0.0,2021-12-17T00:00:00,710.0,710.0,2020-01-07T00:00:00,167,167
0.0,2022-01-21T00:00:00,745.0,745.0,2020-01-07T00:00:00,61,61
0.0,2022-12-16T00:00:00,1074.0,1074.0,2020-01-07T00:00:00,41,41
0.0,2020-01-08T00:00:00,0.0,0.0,2020-01-08T00:00:00,72,72
0.0,2020-01-10T00:00:00,2.0,2.0,2020-01-08T00:00:00,97,97
1.0,2020-01-13T00:00:00,5.0,5.0,2020-01-08T00:00:00,75,75
0.0,2020-01-15T00:00:00,7.0,7.0,2020-01-08T00:00:00,73,73
3.0,2020-01-17T00:00:00,9.0,9.0,2020-01-08T00:00:00,222,222
0.0,2020-01-21T00:00:00,13.0,13.0,2020-01-08T00:00:00,56,56
1.0,2020-01-22T00:00:00,14.0,14.0,2020-01-08T00:00:00,54,54
2.0,2020-01-24T00:00:00,16.0,16.0,2020-01-08T00:00:00,132,132
0.0,2020-01-27T00:00:00,19.0,19.0,2020-01-08T00:00:00,56,56
2.0,2020-01-29T00:00:00,21.0,21.0,2020-01-08T00:00:00,54,54
1.0,2020-01-31T00:00:00,23.0,23.0,2020-01-08T00:00:00,132,132
0.0,2020-02-03T00:00:00,26.0,26.0,2020-01-08T00:00:00,55,55
0.0,2020-02-05T00:00:00,28.0,28.0,2020-01-08T00:00:00,50,50
0.0,2020-02-07T00:00:00,30.0,30.0,2020-01-08T00:00:00,72,72
1.0,2020-02-10T00:00:00,33.0,33.0,2020-01-08T00:00:00,39,39
0.0,2020-02-12T00:00:00,35.0,35.0,2020-01-08T00:00:00,24,24
2.0,2020-02-14T00:00:00,37.0,37.0,2020-01-08T00:00:00,72,72
3.0,2020-02-21T00:00:00,44.0,44.0,2020-01-08T00:00:00,156,156
1.0,2020-03-20T00:00:00,71.96,71.96,2020-01-08T00:00:00,154,154
2.0,2020-03-31T00:00:00,82.96,82.96,2020-01-08T00:00:00,106,106
4.0,2020-04-17T00:00:00,99.96,99.96,2020-01-08T00:00:00,198,198
0.0,2020-05-15T00:00:00,127.96,127.96,2020-01-08T00:00:00,85,85
0.0,2020-06-19T00:00:00,162.96,162.96,2020-01-08T00:00:00,150,150
0.0,2020-06-30T00:00:00,173.96,173.96,2020-01-08T00:00:00,107,107
0.0,2020-09-18T00:00:00,253.96,253.96,2020-01-08T00:00:00,130,130
0.0,2020-09-30T00:00:00,265.96,265.96,2020-01-08T00:00:00,104,104
0.0,2020-10-16T00:00:00,281.96,281.96,2020-01-08T00:00:00,114,114
0.0,2020-11-20T00:00:00,317.0,317.0,2020-01-08T00:00:00,103,103
0.0,2020-12-18T00:00:00,345.0,345.0,2020-01-08T00:00:00,146,146
0.0,2020-12-31T00:00:00,358.0,358.0,2020-01-08T00:00:00,90,90
0.0,2021-01-15T00:00:00,373.0,373.0,2020-01-08T00:00:00,204,204
0.0,2021-03-19T00:00:00,435.96,435.96,2020-01-08T00:00:00,115,115
0.0,2021-06-18T00:00:00,526.96,526.96,2020-01-08T00:00:00,60,60
0.0,2021-09-17T00:00:00,617.96,617.96,2020-01-08T00:00:00,58,58
0.0,2021-12-17T00:00:00,709.0,709.0,2020-01-08T00:00:00,167,167
0.0,2022-01-21T00:00:00,744.0,744.0,2020-01-08T00:00:00,61,61
0.0,2022-12-16T00:00:00,1073.0,1073.0,2020-01-08T00:00:00,41,41
1.0,2020-01-10T00:00:00,1.0,1.0,2020-01-09T00:00:00,97,97
2.0,2020-01-13T00:00:00,4.0,4.0,2020-01-09T00:00:00,75,75
2.0,2020-01-15T00:00:00,6.0,6.0,2020-01-09T00:00:00,73,73
2.0,2020-01-17T00:00:00,8.0,8.0,2020-01-09T00:00:00,222,222
2.0,2020-01-21T00:00:00,12.0,12.0,2020-01-09T00:00:00,56,56
0.0,2020-01-22T00:00:00,13.0,13.0,2020-01-09T00:00:00,54,54
3.0,2020-01-24T00:00:00,15.0,15.0,2020-01-09T00:00:00,134,134
1.0,2020-01-27T00:00:00,18.0,18.0,2020-01-09T00:00:00,56,56
1.0,2020-01-29T00:00:00,20.0,20.0,2020-01-09T00:00:00,54,54
7.0,2020-01-31T00:00:00,22.0,22.0,2020-01-09T00:00:00,134,134
0.0,2020-02-03T00:00:00,25.0,25.0,2020-01-09T00:00:00,57,57
0.0,2020-02-05T00:00:00,27.0,27.0,2020-01-09T00:00:00,51,51
2.0,2020-02-07T00:00:00,29.0,29.0,2020-01-09T00:00:00,75,75
3.0,2020-02-10T00:00:00,32.0,32.0,2020-01-09T00:00:00,49,49
0.0,2020-02-12T00:00:00,34.0,34.0,2020-01-09T00:00:00,28,28
0.0,2020-02-14T00:00:00,36.0,36.0,2020-01-09T00:00:00,74,74
6.0,2020-02-21T00:00:00,43.0,43.0,2020-01-09T00:00:00,156,156
1.0,2020-02-28T00:00:00,50.0,50.0,2020-01-09T00:00:00,63,63
1.0,2020-03-20T00:00:00,70.96,70.96,2020-01-09T00:00:00,156,156
4.0,2020-03-31T00:00:00,81.96,81.96,2020-01-09T00:00:00,108,108
2.0,2020-04-17T00:00:00,98.96,98.96,2020-01-09T00:00:00,198,198
1.0,2020-05-15T00:00:00,126.96,126.96,2020-01-09T00:00:00,86,86
3.0,2020-06-19T00:00:00,161.96,161.96,2020-01-09T00:00:00,152,152
0.0,2020-06-30T00:00:00,172.96,172.96,2020-01-09T00:00:00,109,109
0.0,2020-09-18T00:00:00,252.96,252.96,2020-01-09T00:00:00,136,136
0.0,2020-09-30T00:00:00,264.96,264.96,2020-01-09T00:00:00,105,105
0.0,2020-10-16T00:00:00,280.96,280.96,2020-01-09T00:00:00,114,114
0.0,2020-11-20T00:00:00,316.0,316.0,2020-01-09T00:00:00,103,103
0.0,2020-12-18T00:00:00,344.0,344.0,2020-01-09T00:00:00,146,146
0.0,2020-12-31T00:00:00,357.0,357.0,2020-01-09T00:00:00,90,90
0.0,2021-01-15T00:00:00,372.0,372.0,2020-01-09T00:00:00,204,204
0.0,2021-03-19T00:00:00,434.96,434.96,2020-01-09T00:00:00,115,115
0.0,2021-06-18T00:00:00,525.96,525.96,2020-01-09T00:00:00,60,60
0.0,2021-09-17T00:00:00,616.96,616.96,2020-01-09T00:00:00,58,58
0.0,2021-12-17T00:00:00,708.0,708.0,2020-01-09T00:00:00,167,167
0.0,2022-01-21T00:00:00,743.0,743.0,2020-01-09T00:00:00,61,61
0.0,2022-12-16T00:00:00,1072.0,1072.0,2020-01-09T00:00:00,41,41
1.0,2020-01-10T00:00:00,0.0,0.0,2020-01-10T00:00:00,97,97
2.0,2020-01-13T00:00:00,3.0,3.0,2020-01-10T00:00:00,75,75
2.0,2020-01-15T00:00:00,5.0,5.0,2020-01-10T00:00:00,74,74
2.0,2020-01-17T00:00:00,7.0,7.0,2020-01-10T00:00:00,222,222
0.0,2020-01-21T00:00:00,11.0,11.0,2020-01-10T00:00:00,58,58
0.0,2020-01-22T00:00:00,12.0,12.0,2020-01-10T00:00:00,58,58
5.0,2020-01-24T00:00:00,14.0,14.0,2020-01-10T00:00:00,134,134
1.0,2020-01-27T00:00:00,17.0,17.0,2020-01-10T00:00:00,60,60
2.0,2020-01-29T00:00:00,19.0,19.0,2020-01-10T00:00:00,58,58
0.0,2020-01-31T00:00:00,21.0,21.0,2020-01-10T00:00:00,134,134
1.0,2020-02-03T00:00:00,24.0,24.0,2020-01-10T00:00:00,62,62
1.0,2020-02-05T00:00:00,26.0,26.0,2020-01-10T00:00:00,57,57
0.0,2020-02-07T00:00:00,28.0,28.0,2020-01-10T00:00:00,84,84
1.0,2020-02-10T00:00:00,31.0,31.0,2020-01-10T00:00:00,59,59
2.0,2020-02-12T00:00:00,33.0,33.0,2020-01-10T00:00:00,38,38
1.0,2020-02-14T00:00:00,35.0,35.0,2020-01-10T00:00:00,84,84
0.0,2020-02-18T00:00:00,39.0,39.0,2020-01-10T00:00:00,14,14
4.0,2020-02-21T00:00:00,42.0,42.0,2020-01-10T00:00:00,164,164
1.0,2020-02-28T00:00:00,49.0,49.0,2020-01-10T00:00:00,73,73
5.0,2020-03-20T00:00:00,69.96,69.96,2020-01-10T00:00:00,164,164
2.0,2020-03-31T00:00:00,80.96,80.96,2020-01-10T00:00:00,116,116
5.0,2020-04-17T00:00:00,97.96,97.96,2020-01-10T00:00:00,198,198
2.0,2020-05-15T00:00:00,125.96,125.96,2020-01-10T00:00:00,95,95
2.0,2020-06-19T00:00:00,160.96,160.96,2020-01-10T00:00:00,160,160
0.0,2020-06-30T00:00:00,171.96,171.96,2020-01-10T00:00:00,117,117
0.0,2020-09-18T00:00:00,251.96,251.96,2020-01-10T00:00:00,145,145
0.0,2020-09-30T00:00:00,263.96,263.96,2020-01-10T00:00:00,114,114
0.0,2020-10-16T00:00:00,279.96,279.96,2020-01-10T00:00:00,124,124
0.0,2020-11-20T00:00:00,315.0,315.0,2020-01-10T00:00:00,112,112
0.0,2020-12-18T00:00:00,343.0,343.0,2020-01-10T00:00:00,146,146
0.0,2020-12-31T00:00:00,356.0,356.0,2020-01-10T00:00:00,95,95
0.0,2021-01-15T00:00:00,371.0,371.0,2020-01-10T00:00:00,204,204
0.0,2021-03-19T00:00:00,433.96,433.96,2020-01-10T00:00:00,115,115
0.0,2021-06-18T00:00:00,524.96,524.96,2020-01-10T00:00:00,60,60
0.0,2021-09-17T00:00:00,615.96,615.96,2020-01-10T00:00:00,58,58
0.0,2021-12-17T00:00:00,707.0,707.0,2020-01-10T00:00:00,167,167
0.0,2022-01-21T00:00:00,742.0,742.0,2020-01-10T00:00:00,61,61
0.0,2022-12-16T00:00:00,1071.0,1071.0,2020-01-10T00:00:00,41,41
0.0,2020-01-13T00:00:00,0.0,0.0,2020-01-13T00:00:00,75,75
0.0,2020-01-15T00:00:00,2.0,2.0,2020-01-13T00:00:00,74,74
3.0,2020-01-17T00:00:00,4.0,4.0,2020-01-13T00:00:00,222,222
0.0,2020-01-21T00:00:00,8.0,8.0,2020-01-13T00:00:00,58,58
0.0,2020-01-22T00:00:00,9.0,9.0,2020-01-13T00:00:00,58,58
2.0,2020-01-24T00:00:00,11.0,11.0,2020-01-13T00:00:00,140,140
4.0,2020-01-27T00:00:00,14.0,14.0,2020-01-13T00:00:00,60,60
2.0,2020-01-29T00:00:00,16.0,16.0,2020-01-13T00:00:00,58,58
5.0,2020-01-31T00:00:00,18.0,18.0,2020-01-13T00:00:00,134,134
0.0,2020-02-03T00:00:00,21.0,21.0,2020-01-13T00:00:00,62,62
0.0,2020-02-05T00:00:00,23.0,23.0,2020-01-13T00:00:00,57,57
5.0,2020-02-07T00:00:00,25.0,25.0,2020-01-13T00:00:00,84,84
3.0,2020-02-10T00:00:00,28.0,28.0,2020-01-13T00:00:00,62,62
0.0,2020-02-12T00:00:00,30.0,30.0,2020-01-13T00:00:00,48,48
2.0,2020-02-14T00:00:00,32.0,32.0,2020-01-13T00:00:00,85,85
2.0,2020-02-18T00:00:00,36.0,36.0,2020-01-13T00:00:00,65,65
6.0,2020-02-21T00:00:00,39.0,39.0,2020-01-13T00:00:00,164,164
0.0,2020-02-28T00:00:00,46.0,46.0,2020-01-13T00:00:00,86,86
4.0,2020-03-20T00:00:00,66.96,66.96,2020-01-13T00:00:00,164,164
1.0,2020-03-31T00:00:00,77.96,77.96,2020-01-13T00:00:00,116,116
6.0,2020-04-17T00:00:00,94.96,94.96,2020-01-13T00:00:00,198,198
1.0,2020-05-15T00:00:00,122.96,122.96,2020-01-13T00:00:00,95,95
1.0,2020-06-19T00:00:00,157.96,157.96,2020-01-13T00:00:00,160,160
0.0,2020-06-30T00:00:00,168.96,168.96,2020-01-13T00:00:00,118,118
0.0,2020-09-18T00:00:00,248.96,248.96,2020-01-13T00:00:00,145,145
0.0,2020-09-30T00:00:00,260.96,260.96,2020-01-13T00:00:00,114,114
0.0,2020-10-16T00:00:00,276.96,276.96,2020-01-13T00:00:00,124,124
0.0,2020-11-20T00:00:00,312.0,312.0,2020-01-13T00:00:00,112,112
0.0,2020-12-18T00:00:00,340.0,340.0,2020-01-13T00:00:00,146,146
0.0,2020-12-31T00:00:00,353.0,353.0,2020-01-13T00:00:00,95,95
0.0,2021-01-15T00:00:00,368.0,368.0,2020-01-13T00:00:00,204,204
0.0,2021-03-19T00:00:00,430.96,430.96,2020-01-13T00:00:00,115,115
0.0,2021-06-18T00:00:00,521.96,521.96,2020-01-13T00:00:00,60,60
0.0,2021-09-17T00:00:00,612.96,612.96,2020-01-13T00:00:00,58,58
0.0,2021-12-17T00:00:00,704.0,704.0,2020-01-13T00:00:00,167,167
0.0,2022-01-21T00:00:00,739.0,739.0,2020-01-13T00:00:00,61,61
0.0,2022-12-16T00:00:00,1068.0,1068.0,2020-01-13T00:00:00,41,41
0.0,2020-01-15T00:00:00,1.0,1.0,2020-01-14T00:00:00,74,74
3.0,2020-01-17T00:00:00,3.0,3.0,2020-01-14T00:00:00,222,222
3.0,2020-01-21T00:00:00,7.0,7.0,2020-01-14T00:00:00,58,58
2.0,2020-01-22T00:00:00,8.0,8.0,2020-01-14T00:00:00,58,58
4.0,2020-01-24T00:00:00,10.0,10.0,2020-01-14T00:00:00,140,140
0.0,2020-01-27T00:00:00,13.0,13.0,2020-01-14T00:00:00,60,60
0.0,2020-01-29T00:00:00,15.0,15.0,2020-01-14T00:00:00,58,58
2.0,2020-01-31T00:00:00,17.0,17.0,2020-01-14T00:00:00,134,134
4.0,2020-02-03T00:00:00,20.0,20.0,2020-01-14T00:00:00,62,62
0.0,2020-02-05T00:00:00,22.0,22.0,2020-01-14T00:00:00,57,57
2.0,2020-02-07T00:00:00,24.0,24.0,2020-01-14T00:00:00,84,84
2.0,2020-02-10T00:00:00,27.0,27.0,2020-01-14T00:00:00,62,62
1.0,2020-02-12T00:00:00,29.0,29.0,2020-01-14T00:00:00,58,58
0.0,2020-02-14T00:00:00,31.0,31.0,2020-01-14T00:00:00,85,85
0.0,2020-02-18T00:00:00,35.0,35.0,2020-01-14T00:00:00,74,74
0.0,2020-02-19T00:00:00,36.0,36.0,2020-01-14T00:00:00,14,14
8.0,2020-02-21T00:00:00,38.0,38.0,2020-01-14T00:00:00,164,164
1.0,2020-02-28T00:00:00,45.0,45.0,2020-01-14T00:00:00,87,87
1.0,2020-03-20T00:00:00,65.96,65.96,2020-01-14T00:00:00,165,165
2.0,2020-03-31T00:00:00,76.96,76.96,2020-01-14T00:00:00,117,117
1.0,2020-04-17T00:00:00,93.96,93.96,2020-01-14T00:00:00,198,198
2.0,2020-05-15T00:00:00,121.96,121.96,2020-01-14T00:00:00,96,96
1.0,2020-06-19T00:00:00,156.96,156.96,2020-01-14T00:00:00,161,161
1.0,2020-06-30T00:00:00,167.96,167.96,2020-01-14T00:00:00,118,118
0.0,2020-09-18T00:00:00,247.96,247.96,2020-01-14T00:00:00,146,146
0.0,2020-09-30T00:00:00,259.96,259.96,2020-01-14T00:00:00,115,115
0.0,2020-10-16T00:00:00,275.96,275.96,2020-01-14T00:00:00,124,124
0.0,2020-11-20T00:00:00,311.0,311.0,2020-01-14T00:00:00,113,113
0.0,2020-12-18T00:00:00,339.0,339.0,2020-01-14T00:00:00,146,146
0.0,2020-12-31T00:00:00,352.0,352.0,2020-01-14T00:00:00,95,95
0.0,2021-01-15T00:00:00,367.0,367.0,2020-01-14T00:00:00,204,204
0.0,2021-03-19T00:00:00,429.96,429.96,2020-01-14T00:00:00,115,115
0.0,2021-06-18T00:00:00,520.96,520.96,2020-01-14T00:00:00,60,60
