atm_iv_standard_deviation,count,coverage,mean_atm_iv,median_absolute_atm_iv_change,median_atm_iv,median_atm_iv_spread,median_relative_instability,p90_absolute_atm_iv_change,p95_absolute_atm_iv_change,target_tenor
0.04933938414746125,741,0.9775725593667546,0.21602951191550773,0.014150285520164327,0.21566817379748393,0.0026709229320282524,0.06716261701086623,0.03985553218915787,0.04810393260795769,150
0.09266577034091696,758,1.0,0.206090478375985,0.012768219887357046,0.1925691238206692,0.001457466328903284,0.06662503567157295,0.03967428997625606,0.05509025257152292,21
0.07896367154748009,752,0.9920844327176781,0.20993071980108854,0.012164390557214466,0.19947212438274475,0.001358715834642782,0.061760823664239684,0.03519473387123154,0.04767165383797317,45
0.0656442599385503,722,0.9525065963060686,0.21496622071680987,0.012670802488118471,0.20979466504926722,0.0013706755638750734,0.06453722426634383,0.03750434348313719,0.04524905142013644,90
