underlying_symbol,quote_date,valuation_timestamp,underlying_price,expiration,vendor_dte,time_to_maturity,strike,option_type,bid,ask,last,volume,open_interest,vendor_iv,vendor_delta,vendor_gamma,vendor_vega,vendor_theta,vendor_rho,source_file,source_row
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,315.0,call,152.62,153.7,0.0,,,,1.0,0.0,0.0,0.0,0.0,spy_2020_2022.csv,2557442
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,315.0,put,0.08,0.09,0.27,0,,0.637,-0.00368,0.0002,0.0126,-0.01807,-0.00099,spy_2020_2022.csv,2557442
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,320.0,call,146.28,148.85,0.0,,,,1.0,0.0,0.0,0.0,0.0,spy_2020_2022.csv,2557443
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,320.0,put,0.1,0.11,0.1,27,,0.6281,-0.00434,0.00016,0.01498,-0.02156,-0.00166,spy_2020_2022.csv,2557443
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,325.0,call,142.63,143.65,0.0,,,,1.0,0.0,0.0,0.0,0.0,spy_2020_2022.csv,2557444
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,325.0,put,0.11,0.12,0.11,150,,0.61098,-0.00515,0.00022,0.01634,-0.02266,-0.00115,spy_2020_2022.csv,2557444
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,330.0,call,137.74,138.62,0.0,,,,1.0,0.0,0.0,0.0,0.0,spy_2020_2022.csv,2557445
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,330.0,put,0.12,0.13,0.29,0,,0.59385,-0.00528,0.00022,0.01784,-0.02401,-0.00125,spy_2020_2022.csv,2557445
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,335.0,call,132.71,133.62,0.0,,,,1.0,0.0,0.0,0.0,0.0,spy_2020_2022.csv,2557446
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,335.0,put,0.13,0.15,0.32,0,,0.57748,-0.00616,0.00025,0.02023,-0.02709,-0.00155,spy_2020_2022.csv,2557446
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,340.0,call,127.72,128.63,0.0,,,,1.0,0.0,0.0,0.0,0.0,spy_2020_2022.csv,2557447
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,340.0,put,0.15,0.16,0.6,0,,0.56201,-0.00742,0.00029,0.02271,-0.02846,-0.00237,spy_2020_2022.csv,2557447
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,345.0,call,122.74,123.52,0.0,,,,1.0,0.0,0.0,0.0,0.0,spy_2020_2022.csv,2557448
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,345.0,put,0.16,0.18,0.38,0,,0.54508,-0.00796,0.00033,0.0245,-0.03057,-0.00176,spy_2020_2022.csv,2557448
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,350.0,call,117.76,118.64,116.2,1,,,1.0,0.0,0.0,0.0,0.0,spy_2020_2022.csv,2557449
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,350.0,put,0.18,0.19,0.47,0,,0.52706,-0.00879,0.00046,0.02711,-0.03356,-0.00291,spy_2020_2022.csv,2557449
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,355.0,call,112.73,113.53,0.0,,,,1.0,0.0,0.0,0.0,0.0,spy_2020_2022.csv,2557450
SPY,2021-12-07,2021-12-07T16:00:00-05:00,468.29,2021-12-27,20.0,0.0547945205479452,355.0,put,0.2,0.21,0.2,100,,0.51095,-0.01029,0.00046,0.03025,-0.03555,-0.00317,spy_2020_2022.csv,2557450
